Epizoda;Prizor;Lokacija;Okoliš?ine;Opis;Liki;Statisti;Igralci;Število strani scenarija
36;36-14;Kemp/Pot Proti Divji Plaži;DAN-EXT.;HRVOJE SE USTRAŠI  DA SI OBUPANA JANA ŽELI VZETI ŽIVLJENJE.;14 Hrvoje,12 Jana,207 NI STATISTOV;NI STATISTOV;Alen Šalinovi?,Tanja Poto?nik; 5/8
36;36-15;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;SANJO MU?IJO EDIJEVE OBTOŽBE. ERIKA JE PREPRI?ANA  DA EDI LAŽE  KER IMA SLABO VEST. SANJA JI OBLJUBI  DA BO O?ETOV MORILEC KAZNOVAN.;3OFF Edvard Off,252 Erika,258 Sanja;;Aleš Vali?,Bernarda Oman,Nina Rakovec;1 3/8
36;36-16;Lj/Pe?nikova Pisarna;DAN-INT.;PE?NIK ODHAJA NA SRE?ANJE Z JULIJO. RENATO MU SLEDI.;15 Pe?nik,9 Renato;;Matija Rupel,Primož Vrhovec; 3/4
36;36-17;Kemp/Divja Plaža/V Vodi;DAN-EXT.;HRVOJE REŠUJE JANO IZ VODE MISLE?  DA SI JE HOTELA VZET ŽIVLJENJE. A OSRAMO?EN UGOTOVI  DA SE JE ZMOTIL.;14 Hrvoje,12 Jana;;Alen Šalinovi?,Tanja Poto?nik;1
36;36-18;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.;LARA SE DOGOVORI Z LEONOM ZA NOV ZMENEK. TOKRAT BREZ MARKA. LEON JE PRESRE?EN.;2 Lara,257 Dr. Mirt;;Gaja Fila?,Žiga Udir;1 3/8
36;36-19;Lj/Pasaža/Lokal;DAN-INT.;ŽAN LAŽE NINI. JI ZATAJI  DA JE BIL NA KOSILU Z MIO.;18 Nina,253 Žan,247 STATIST A1,248 STATIST A2,249 STATIST B1,250 STATIST B2;STATIST A1,STATIST A2,STATIST B1,STATIST B2;Melani Mekicar,Domen Novak;2 1/8
36;36-20;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MIA POVE MARKU  DA RAZMIŠLJA O ODHODU S KLINIKE STEINER  ?E MARK NE OPUSTI DOBRODELNEGA PROJEKTA.;1 Mark,21 Mia;;Matej Zemlji?,Zala Djuri?;2 3/4
36;36-21;Kemp/Divja plaža;DAN-EXT.;HRVOJE BI POMAGAL JANI REŠITI TEŽAVE. JANINO ZADNJE UPANJE JE BILO  DA PRODA AVTODOM IN POPLA?A DOLG  A JI JE ?RT VZEL TUDI TO.;14 Hrvoje,12 Jana,207 NI STATISTOV;NI STATISTOV;Alen Šalinovi?,Tanja Poto?nik;1
36;36-22;Lj/Pasaža/Lokal;DAN-INT.;JULIJO ZANIMA  KAJ IMA PE?NIK PROTI BB-JU. PE?NIK SE ŽELI PREJ POGOVORITI O PLA?ILU.;10 Julija,15 Pe?nik,18 Nina,262 STATISTA PASAŽA A 2x 7.3.;STATISTA PASAŽA A 2x 7.3.;Sabina Kogovšek,Matija Rupel,Melani Mekicar;1 3/4
36;36-23;Kemp/Recepcija;DAN-INT.;HRVOJE JE ODLO?EN  DA BO JANI VRNIL AVTODOM.;14 Hrvoje;;Alen Šalinovi?;1 1/8
36;36-24;Lj/Bistro Lotus;DAN-INT.;SANJA SE DOBI Z NOVINARJEM VLADOM. ŽELI V MEDIJE SPRAVITI ZGODBO O TEM  DA JE EDI KRIV ZA SMRT NJENEGA O?ETA.;3OFF Edvard Off,258 Sanja,54 Vlado,202 Natakar,298 LOTUS A 6x 6.4.;Natakar,LOTUS A 6x 6.4.;Aleš Vali?,Nina Rakovec,Jaša Jamnik;1 1/4
36;36-25;Lj/Pasaža/Lokal;DAN-INT.;PE?NIK ZAHTEVA OD JULIJE V ZAMENO ZA USB KLJU?EK NOVO ŽIVLJENJE V TUJINI IN MILJON EVROV.;10 Julija,15 Pe?nik,262 STATISTA PASAŽA A 2x 7.3.;STATISTA PASAŽA A 2x 7.3.;Sabina Kogovšek,Matija Rupel; 7/8
37;37-01;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.; MIA SE PO SINO?NJEM PREPIRU IZOGIBA MARKU  KI JE PRESPAL NA KAV?U.;1 Mark,21 Mia;;Matej Zemlji?,Zala Djuri?; 5/8
37;37-02;Kemp/Restavracija;DAN-INT.; HRVOJE JE ZAPOSLEN Z REŠEVANJEM JANINEGA PROBLEMA. VSE BREME DELA V KEMPU JE SPET NA DINOVIH RAMENIH. ;14 Hrvoje,4 Dino;;Alen Šalinovi?,Matino Antunovi?;1 7/8
37;37-03;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.; MIA SE ODPRAVLJA NA JUTRANJI TEK  KO SRE?A JULIJO. MIA JI POTOŽI O TEŽAVAH Z MARKOM.;21 Mia,10 Julija;;Zala Djuri?,Sabina Kogovšek;1 5/8
37;37-04;Kemp/Janina parcela;DAN-EXT.;HRVOJE PRINESE JANI ZAJTRK. JANA NIMA NE APETITA NE VOLJE. HRVOJE PA JE ODLO?EN  DA BO JANI STAL OB STRANI.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik;1 3/4
37;37-05;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.; NADO ZANIMA  KAKO JE ŠEL LARIN V?ERAJŠNJI ZMENEK. LARA JE PRVI? PO DOLGEM ?ASU POLNA OPTIMIZMA ZA PRIHODNOST.;2 Lara,13 Nada;;Gaja Fila?,Aleksandra Balmazovi?;2 3/8
37;37-06;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; MIA POVE JULIJI  DA RAZMIŠLJA O ODHODU S KLINIKE  SAJ TU NE VIDI VE? PRIHODNOSTI. JULIJA JO PROSI  NAJ SE NE PRENAGLI. ;21 Mia,10 Julija;;Zala Djuri?,Sabina Kogovšek;3 1/8
37;37-07;Kemp/Janina parcela;DAN-EXT.; HRVOJE JANI VLIVA UPANJA  NAKAR GA ZMOTI POMEMBEN KLIC.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik;2 1/8
37;37-08;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; JULIJA NA?RTUJE  DA BI SPET PREVZELA VODENJE KLINIKE  KO EDI POSTANE MINISTER. SPODBUDI MIO K SODELOVANJU Z ŽANOM.;21 Mia,10 Julija;;Zala Djuri?,Sabina Kogovšek;2
37;37-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MARK IN LARA BOSTA ŠE DANES ZA?ELA Z RAZVOJEM DOBRODELNEGA PROJEKTA... BREZ LEONA.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Fila?,Matej Zemlji?,Žiga Udir;1 1/4
37;37-10;Lj/Edvardovo Stanovanje/Kuhinja;DAN-INT.; JULIJA EDIJU PREDLAGA SODELOVANJE S PE?NIKOM  DA PRIDETA DO DOKUMENTOV  POTREBNIH ZA RUŠENJE BB-JA.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;1 3/4
37;37-11;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT.; DINO JE SLABE VOLJE  KER SE HRVOJE UKVARJA LE ŠE Z JANO. SAŠKI SE JANA SMILI. SAŠKA PREPRI?A DINA  DA POMAGATA JANI.;4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Matino Antunovi?,Mila Peršin;1 7/8
37;37-12;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; JULIJA PREPRI?UJE EDVARDA  DA NJEGOV MINISTRSKI STOL?EK ŠE NI IZGUBLJEN.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;1 1/2
37;37-13;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.; MIA PO JULIJINEM NASVETU PONOVNO KONTAKTIRA ŽANA.;21 Mia;;Zala Djuri?; 3/8
37;37-14;Kemp V Istri;DAN-EXT.;HRVOJE IZSLEDI ?RTA IN JANIN AVTODOM.;14 Hrvoje,194 ?rt,216 DRUG KAMP (3);DRUG KAMP (3);Alen Šalinovi?,Aljaž Tepina; 7/8
37;37-15;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; LEON BI ŽE DANES PELJAL LARO NA OBISK DOMA?E KMETIJE.;2 Lara,257 Dr. Mirt;;Gaja Fila?,Žiga Udir;1 5/8
37;37-16;Lj/Bistro Lotus/Šank;DAN-INT.; MIA IN ŽAN ZA?NETA Z NA?RTOM POVEZOVANJA KLINIK STEINER IN VITREJEV.;21 Mia,253 Žan,202 Natakar,298 LOTUS A 6x 6.4.;Natakar,LOTUS A 6x 6.4.;Zala Djuri?,Domen Novak;2 5/8
37;37-17;Kemp V Istri;DAN-EXT.;?RT SE USTRAŠI HRVOJA - A HRVOJE NI PRIŠEL NASILNO OBRA?UNAT Z NJIM .;14 Hrvoje,194 ?rt,216 DRUG KAMP (3);DRUG KAMP (3);Alen Šalinovi?,Aljaž Tepina; 7/8
37;37-18;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; LARA PROSI MARKA  ?E LAHKO PREJ ZAKLJU?I Z DELOM.;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;1 5/8
37;37-19;Kemp/Janina parcela;DAN-EXT.;DINO PRINESE JANI ŠOTOR. JANA ZAVRNE NJEGOVO POMO? - GA BO ŽE SAMA POSTAVILA!;12 Jana,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Tanja Poto?nik,Matino Antunovi?;1 3/4
37;37-20;Kemp V Istri;DAN-EXT.;HRVOJE SE ODPELJE Z AVTODOMOM  ?RTA PUSTI SAMEGA BREZ VSEGA.;14 Hrvoje,194 ?rt,216 DRUG KAMP (3);DRUG KAMP (3);Alen Šalinovi?,Aljaž Tepina;1 3/8
37;37-21;Lj/Bistro Lotus;DAN-INT.; JULIJA OD ROMANA POTREBUJE USLUGO - SLUŽBO V TUJINI ZA PE?NIKA.;10 Julija,251 Roman,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Uroš Smolej,Ksenija Žuni?;2
37;37-22;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;MARK TEŽKO GLEDA LARO IN LEONA NA POTI NA NOV ZMENEK.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Fila?,Matej Zemlji?,Žiga Udir;1 5/8
37;37-23;Kemp/Pred recepcijo;DAN-EXT.;V KEMP SE VRNE HRVOJE Z JANINIM AVTODOMOM.;14 Hrvoje,4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Matino Antunovi?,Mila Peršin;1 3/8
37;37-24;Lj/Bistro Lotus;DAN-INT.; ROMAN IZPOLNI JULIJINO PROŠNJO  KO PREJME NEPRI?AKOVAN KLIC PREMIERA.;10 Julija,251 Roman,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Uroš Smolej,Ksenija Žuni?;1 1/8
37;37-25;Kemp/Janina parcela;DAN-EXT.;HRVOJE JANI VRNE AVTODOM - JANA JE PRESRE?NA.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik; 3/4
37;37-26;Lj/Bistro Lotus;DAN-INT.;V MEDIJIH SE JE ZNAŠEL ?LANEK O EDVARDU STEINERJU - MORILCU MINISTRA  KI BI GA RAD ZAMENJAL.;10 Julija,251 Roman,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Uroš Smolej,Ksenija Žuni?; 5/8
37;37-27;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDVARDOVA BITKA ZA MINISTRSTVO JE KON?ANA.;3 Edvard,325 Premierjev ?lovek;;Aleš Vali?,Stane Berlec;1 5/8
38;38-01;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA JE JEZNA NA EDVARDA ZARADI ?LANKA. EDVARD POVE  DA SO MU NASTAVILI PAST.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;1 1/2
38;38-02;Lj/Bb-Jeva Pisarna;DAN-INT.;BB SE ZMAGOSLAVEN VRNE OD PREMIERJA  KI GA JE POTRDIL ZA MINISTRA.;19 Bb,39 Tajnica;;Valter Dragan,Vesna Ponorac;1 1/8
38;38-03;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA JE HVALEŽNA HRVOJU  KER JI JE PRIPELJAL NAZAJ AVTODOM. JANA BO PRODALA AVTODOM  DA POPLA?A KREDIT.;14 Hrvoje,12 Jana,4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik,Matino Antunovi?,Mila Peršin;1 5/8
38;38-04;Lj/Bb-Jeva Pisarna;DAN-INT.;RENATO PORO?A BB-JU O SRE?ANJU PE?NIKA IN JULIJE. BB IZVE  DA PE?NIK PRODAJA JULIJI KLJU?EK Z DOKUMENTI.;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec;1 3/4
38;38-05;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA NA?RTUJE PR-OVSKE STRATEGIJE. EDVARD SE NE BO VE? BORIL  IGRE JE KONEC.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;1 7/8
38;38-06;Lj/Kmetija;DAN-EXT.;LARA JE NAVDUŠENA NAD KMETIJO MIRTOVIH  MIRTOVA MAMA PA NAD LARO  KI JE PRVA PUNCA  KI JO JE SIN PRIPELJAL PREDSTAVIT.;2 Lara,257 Dr. Mirt,260 Helena;;Gaja Fila?,Žiga Udir;1 7/8
38;38-07;Kemp/Janina Parcela/Pred Avtodomom;DAN-INT.;JANA POGREŠA LARO  A JE HVALEŽNA DINU  SAŠKI IN HRVOJU ZA PODPORO. JANA JE PRVI? PO DOLGEM ?ASU SPET OPTIMISTI?NA.;14 Hrvoje,12 Jana,4 Dino,5 Saška,213 KEMP MANJ (3);KEMP MANJ (3);Alen Šalinovi?,Tanja Poto?nik,Matino Antunovi?,Mila Peršin;2 3/4
38;38-08;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;SANJA IN ERIKA SE VESELITA EDVARDOVEGA PORAZA IN VABILA NA BB-JEVO ZABAVO.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 1/4
38;38-09;Lj/Kmetija;DAN-EXT.;MIRT SE OPRAVI?I LARI ZARADI NESPORAZUMA. LARI JE ZABAVNO  A NAJ SI LEON NE DOMIŠLJA  DA STA RES PAR.;2 Lara,257 Dr. Mirt,260 Helena;;Gaja Fila?,Žiga Udir;3
38;38-10;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;MARK PRIPRAVLJA FINAN?NI NA?RT ZA DOBRODELNI PROJEKT  A MU MISLI VES ?AS UHAJAJO K LARI IN LEONU.;1 Mark;;Matej Zemlji?; 1/2
38;38-11;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;EDVARD POSKUŠA SANJI ODPRETI O?I IN JO PREPRI?ATI  DA JE NAMO?ILA NAPA?NEGA ?LOVEKA.;3 Edvard,258 Sanja;;Aleš Vali?,Nina Rakovec;2 3/8
38;38-12;Kemp/Potapljaški Klub/Skladiš?e opreme;DAN-INT./EXT.;SAŠKA IN DINO STA PREPRI?ANA  DA HRVOJU DOBRO KAŽE Z JANO. SAŠKA UPA  DA BO TUDI ZGODBA NJENIH STARŠEV DOBILA SRE?EN KONEC.;4 Dino,5 Saška,213 KEMP MANJ (3),1000 Vozi?ek;KEMP MANJ (3);Matino Antunovi?,Mila Peršin;2 1/8
38;38-13;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA IMA PRVEGA KUPCA ZA AVTODOM  A JE ŠOKIRANA NAD NIZKO PONUDBO.;12 Jana,213 KEMP MANJ (3),410 Kupec 1;KEMP MANJ (3);Tanja Poto?nik;1 1/4
38;38-14;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;EDVARD POVE SANJI  DA JE STANE PRED SMRTJO ZBIRAL DOKUMENTE PROTI BB-JU. DOKAZE O TEM BO NAŠLA MED STANETOVO POŠTO.;3 Edvard,258 Sanja;;Aleš Vali?,Nina Rakovec;2 5/8
38;38-15;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT;PARALELNI SCENI (TELEFONSKI POGOVOR) MERI IZVE  DA SE JE FRENK ŽE V?ERAJ VRNIL V LJUBLJANO. A MESNICA JE ZAPRTA. KJE JE FRENK?;5 Saška,6PS Meri PS,213 KEMP MANJ (3);KEMP MANJ (3);Mila Peršin,Vesna Pernar?i?;1 1/4
38;38-15A;Lj/Kozmeti?ni Salon;DAN-INT.;PARALELNI SCENI (TELEFONSKI POGOVOR)  MERI IZVE  DA SE JE FRENK ŽE V?ERAJ VRNIL V LJUBLJANO. A MESNICA JE ZAPRTA. KJE JE FRENK?;6 Meri,5PS Saška PS;;Vesna Pernar?i?,Mila Peršin;1 1/4
38;38-16;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA UGOTAVLJA  DA JE AVTODOM VREDEN PRECEJ MANJ  KOT STA S ?RTOM ZANJ PLA?ALA. HRVOJE ŽELI VIDETI KUPOPRODAJNO POGODBO.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik;1 3/8
38;38-17;Lj/Kmetija/Med Travniki;DAN-EXT.;MIRT PRIPELJE LARO NA OGLED PROSTORA ZA TERAPEVTSKI VRTI?EK. LARA JE IGRIVO RAZPOLOŽENA.;2 Lara,257 Dr. Mirt;;Gaja Fila?,Žiga Udir;2 1/4
38;38-18;Lj/Pe?nikova Pisarna;DAN-INT.;SANJA PRIDE DO PE?NIKA  JO ZANIMA  ALI JE BIL NJEN O?E RES UMORJEN. PE?NIK ŽELI  DA SANJA ODIDE.;15 Pe?nik,258 Sanja;;Matija Rupel,Nina Rakovec;1 1/2
38;38-19;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA OBUPANA UGOTOVI  DA JO JE ?RT NALAGAL TUDI O VREDNOSTI AVTODOMA.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik;1 1/8
38;38-20;Lj/Kozmeti?ni Salon;DAN-INT.;FRENK PRIDE DO MERI S SPRAVNIM DARILOM.;7 Frenk,6 Meri;;Gaber Trseglav,Vesna Pernar?i?;1 5/8
38;38-21;Lj/Kmetija/Med Travniki/Pod Jablano;DAN-EXT.;LARA IN MIRT SE PRVI? POLJUBITA.;2 Lara,257 Dr. Mirt;;Gaja Fila?,Žiga Udir;1
38;38-22;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;MARK PRIDE PROSIT EDVARDA ZA ZAGONSKA SREDSTVA ZA DOBRODELNI PROJEKT. A UGOTOVI  DA NI PRAVI MOMENT.;1 Mark,3 Edvard;;Matej Zemlji?,Aleš Vali?;1 3/4
38;38-23;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;SANJA NE GRE NA BB-JEVO ZABAVO. ŠOKIRA ERIKO Z ODLO?ITVIJO  DA BO ZAHTEVALA IZKOP IN OBDUKCIJO O?ETA.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec; 3/4
38;38-24;Lj/Kozmeti?ni Salon;DAN-INT.;MERI ŠE NI PRIPRAVLJENA NA SPRAVO. ZA ZA?ETEK ZAHTEVA  DA JI FRENK POKRIJE IZGUBO ZARADI KUPON?NKOV.;7 Frenk,6 Meri;;Gaber Trseglav,Vesna Pernar?i?;1 3/8
38;38-25;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MIA SE VRNE DOMOV. LAŽE MARKU  KJE JE BILA.;1 Mark,21 Mia;;Matej Zemlji?,Zala Djuri?;1 3/8
38;38-26;Lj/Kova?eva Mesnica;NO?-INT.;FRENK JE POTRT ZARADI MERIJINE ZAVRNITVE. NIMA VE? VOLJE  DA BI SE BORIL ZA NJUN ZAKON.;7 Frenk;;Gaber Trseglav; 3/8
38;38-27;Lj/Julijino Stanovanje/Dnevna Soba;NO?-INT.;BB  PIJAN OD USPEHA IN PIJA?E  PRIDE DO JULIJE  DA BI SE NASLAJAL NAD NJENIM PORAZOM.;10 Julija,19 Bb;;Sabina Kogovšek,Valter Dragan;1 1/8
39;39-01;Lj/Julijino Stanovanje/Dnevna Soba;NO?-INT.;BB ZAGROZI JULIJI  NAJ SE UMAKNE IN NEHA S PE?NIKOM SPLETKARITI PROTI NJEMU  SICER JO BO UNI?IL.;10 Julija,19 Bb;;Sabina Kogovšek,Valter Dragan;2 1/4
39;39-02;Lj/Nadino Stanovanje/Dnevna Soba;NO?-INT.; ZMENEK LARE IN DR. MIRTA SE NADALJUJE DOMA  A NJUN PRVI STRASTEN TRENUTEK ZMOTI NADA.;2 Lara,13 Nada,257 Dr. Mirt;;Gaja Fila?,Aleksandra Balmazovi?,Žiga Udir;1 1/4
39;39-03;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.; NADA JE VESELA  DA IMA LARA NOVEGA FANTA - LARA PA NI PREPRI?ANA  ?E JE PRIPRAVLJENA NA NOVO ZVEZO.;2 Lara,13 Nada;;Gaja Fila?,Aleksandra Balmazovi?;1 1/2
39;39-04;Lj/Julijino Stanovanje/Predsoba;DAN-INT.; ROMAN SE ŽELI ZARADI EDIJEVEGA ŠKANDALA V MEDIJIH DISTANCIRATI OD JULIJE.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;1 3/4
39;39-05;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;HRVOJE JE PRIŠEL PREVERIT  ?E JE Z JANO KAJ BOLJE.;14 Hrvoje,213 KEMP MANJ (3);KEMP MANJ (3);Alen Šalinovi?; 7/8
39;39-06;Kemp/Janina Parcela/Avtodom;DAN-INT./EXT.;JANA SE JE ZAPRLA VASE IN PRED SVETOM.;14 Hrvoje,12 Jana;;Alen Šalinovi?,Tanja Poto?nik; 1/2
39;39-07;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; DR. MIRT PRESENETI LARO - PRIŠEL JO JE ISKAT  DA GRESTA SKUPAJ V SLUŽBO.;2 Lara,13 Nada,257 Dr. Mirt;;Gaja Fila?,Aleksandra Balmazovi?,Žiga Udir;2 3/8
39;39-08;Lj/Julijino Stanovanje/Kuhinja;DAN-INT.; JULIJINA POZICIJA ZNOTRAJ FARMAKISSA JE VSE PREJ KOT VARNA.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;2
39;39-09;Kemp/Recepcija;DAN-INT.; HRVOJE SVOJE SKRBI V ZVEZI Z JANO ZAUPA DINU  KI PA MU SVETUJE  NAJ NE SILI VANJO.;14 Hrvoje,4 Dino,353 Gost nemško govore?i,354 Gost italijansko govore?i;;Alen Šalinovi?,Matino Antunovi?;2 3/8
39;39-10;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; LARA IN DR. MIRT VSE BOLJ DELUJETA KOT PRAVI PAR - KAR MARK VSE TEŽJE SPREJEMA.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Fila?,Matej Zemlji?,Žiga Udir;2 1/4
39;39-11;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; EDI BI SE RAD POVSEM UMAKNIL IZ POLITI?NIH IGRIC  JULIJA PA JE SAMO ŠE BOLJ LA?NA BB-JEVE KRVI.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;2 5/8
39;39-12;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; LARA JE NAVDUŠENA NAD MIRTOVIM DOPRINOSOM K PROJEKTU  ZATO SE MARK KAR SAM POHVALI S SVOJIM.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Fila?,Matej Zemlji?,Žiga Udir;1 1/4
39;39-13;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT.;PARALELNI SCENI (TELEFONSKI POGOVOR) SAŠKA IZVE  DA JE MERI PRIPRAVLJENA DATI FRENKU ŠE ENO PRILOŽNOST  AMPAK NE SAMO NA LEPE O?I.;5 Saška,6PS Meri PS,213 KEMP MANJ (3);KEMP MANJ (3);Mila Peršin,Vesna Pernar?i?;2 3/8
39;39-14;Lj/Kozmeti?ni Salon;DAN-INT.;PARALELNI SCENI (TELEFONSKI POGOVOR) SAŠKA IZVE  DA JE MERI PRIPRAVLJENA DATI FRENKU ŠE ENO PRILOŽNOST  AMPAK NE SAMO NA LEPE O?I.;6 Meri,5PS Saška PS;;Vesna Pernar?i?,Mila Peršin;2 5/8
39;39-15;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; EDVARD PREDA VODENJE KLINIKE STEINER JULIJI.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;2 1/8
39;39-16;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; ZA ZAGONSKA SREDSTVA DR. MIRT PREDLAGA PRIJAVO NA EVROPSKI RAZPIS  A MARK VERJAME  DA LAHKO SAM PRISKRBI DENAR.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Fila?,Matej Zemlji?,Žiga Udir;2
39;39-17;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; MARK PROSI EDIJA ZA DENAR IZ PRORA?UNA KLINIKE. EDI GA PRUSMERI NA NOVO ŠEFICO - JULIJO.;1 Mark,3 Edvard;;Matej Zemlji?,Aleš Vali?;3
39;39-18;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;HRVOJE ZASKRBLJEN UGOTOVI  DA JE Z JANO VEDNO SLABŠE.;14 Hrvoje,12 Jana,213 KEMP MANJ (3);KEMP MANJ (3);Alen Šalinovi?,Tanja Poto?nik; 7/8
39;39-19;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.; MARK PROSI JULIJO ZA DENAR ZA ZAGON DOBRODELNEGA PROJEKTA. JULIJA GA ZAVRNE.;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;3 1/8
39;39-20;Kemp/Pred recepcijo;DAN-EXT.; SAŠKA SVETUJE HRVOJU  DA JANI PRISKRBI STROKOVNO POMO?.;14 Hrvoje,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Mila Peršin;2
39;39-21;Lj/Kozmeti?ni Salon;DAN-INT.; MERI NA?RTUJE PRENOVO SALONA.;6 Meri,355 Oblikovalka;;Vesna Pernar?i?,Maja Furman;1 1/4
39;39-22;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; MARK NIMA DRUGE IZBIRE  KOT DA UPOŠTEVA MIRTOV NASVET  IN SE LOTI PRIJAVE NA RAZPIS ZA EVROPSKA SREDSTVA.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Fila?,Matej Zemlji?,Žiga Udir;1 3/4
39;39-23;Lj/Pasaža/Lokal;DAN-INT.; NADA PRIDE V PASAŽO NA DOGOVORJENO KOSILO Z LARO IN DR. MIRTOM  KO PREJME HRVOJEV KLIC.;18 Nina,13 Nada,247 STATIST A1,248 STATIST A2,249 STATIST B1,250 STATIST B2;STATIST A1,STATIST A2,STATIST B1,STATIST B2;Melani Mekicar,Aleksandra Balmazovi?;1
39;39-24;Lj/Kozmeti?ni Salon;DAN-INT.; MERI LE DO?AKA FRENKA  KI JI PRINESE KUVERTO.;7 Frenk,6 Meri,355 Oblikovalka;;Gaber Trseglav,Vesna Pernar?i?,Maja Furman; 7/8
