Epizoda;Prizor;Lokacija;Okoliščine;Opis;Liki;Statisti;Igralci;Število strani scenarija
36;36-23;Kemp/Recepcija;DAN-INT.;HRVOJE JE ODLOČEN  DA BO JANI VRNIL AVTODOM.;14 Hrvoje;;Alen Šalinović;1 1/8
36;36-24;Lj/Bistro Lotus;DAN-INT.;SANJA SE DOBI Z NOVINARJEM VLADOM. ŽELI V MEDIJE SPRAVITI ZGODBO O TEM  DA JE EDI KRIV ZA SMRT NJENEGA OČETA.;3OFF Edvard Off,258 Sanja,54 Vlado,202 Natakar,298 LOTUS A 6x 6.4.;Natakar,LOTUS A 6x 6.4.;Aleš Valič,Nina Rakovec,Jaša Jamnik;1 2/8
36;36-25;Lj/Pasaža/Lokal;DAN-INT.;PEČNIK ZAHTEVA OD JULIJE V ZAMENO ZA USB KLJUČEK NOVO ŽIVLJENJE V TUJINI IN MILJON EVROV.;10 Julija,15 Pečnik,262 STATISTA PASAŽA A 2x 7.3.;STATISTA PASAŽA A 2x 7.3.;Sabina Kogovšek,Matija Rupel;0 7/8
37;37-01;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.; MIA SE PO SINOČNJEM PREPIRU IZOGIBA MARKU  KI JE PRESPAL NA KAVČU.;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;0 5/8
37;37-02;Kemp/Restavracija;DAN-INT.; HRVOJE JE ZAPOSLEN Z REŠEVANJEM JANINEGA PROBLEMA. VSE BREME DELA V KEMPU JE SPET NA DINOVIH RAMENIH. ;14 Hrvoje,4 Dino;;Alen Šalinović,Matino Antunović;1 7/8
37;37-03;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.; MIA SE ODPRAVLJA NA JUTRANJI TEK  KO SREČA JULIJO. MIA JI POTOŽI O TEŽAVAH Z MARKOM.;21 Mia,10 Julija;;Zala Djurić,Sabina Kogovšek;1 5/8
37;37-04;Kemp/Janina parcela;DAN-EXT.;HRVOJE PRINESE JANI ZAJTRK. JANA NIMA NE APETITA NE VOLJE. HRVOJE PA JE ODLOČEN  DA BO JANI STAL OB STRANI.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;1 6/8
37;37-05;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.; NADO ZANIMA  KAKO JE ŠEL LARIN VČERAJŠNJI ZMENEK. LARA JE PRVIČ PO DOLGEM ČASU POLNA OPTIMIZMA ZA PRIHODNOST.;2 Lara,13 Nada;;Gaja Filač,Aleksandra Balmazović;2 3/8
37;37-06;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; MIA POVE JULIJI  DA RAZMIŠLJA O ODHODU S KLINIKE  SAJ TU NE VIDI VEČ PRIHODNOSTI. JULIJA JO PROSI  NAJ SE NE PRENAGLI. ;21 Mia,10 Julija;;Zala Djurić,Sabina Kogovšek;3 1/8
37;37-07;Kemp/Janina parcela;DAN-EXT.; HRVOJE JANI VLIVA UPANJA  NAKAR GA ZMOTI POMEMBEN KLIC.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;2 1/8
37;37-08;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; JULIJA NAČRTUJE  DA BI SPET PREVZELA VODENJE KLINIKE  KO EDI POSTANE MINISTER. SPODBUDI MIO K SODELOVANJU Z ŽANOM.;21 Mia,10 Julija;;Zala Djurić,Sabina Kogovšek;2
37;37-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MARK IN LARA BOSTA ŠE DANES ZAČELA Z RAZVOJEM DOBRODELNEGA PROJEKTA... BREZ LEONA.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;1 2/8
37;37-10;Lj/Edvardovo Stanovanje/Kuhinja;DAN-INT.; JULIJA EDIJU PREDLAGA SODELOVANJE S PEČNIKOM  DA PRIDETA DO DOKUMENTOV  POTREBNIH ZA RUŠENJE BB-JA.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;1 6/8
37;37-11;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT.; DINO JE SLABE VOLJE  KER SE HRVOJE UKVARJA LE ŠE Z JANO. SAŠKI SE JANA SMILI. SAŠKA PREPRIČA DINA  DA POMAGATA JANI.;4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Matino Antunović,Mila Peršin;1 7/8
37;37-12;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; JULIJA PREPRIČUJE EDVARDA  DA NJEGOV MINISTRSKI STOLČEK ŠE NI IZGUBLJEN.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;1 4/8
37;37-13;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.; MIA PO JULIJINEM NASVETU PONOVNO KONTAKTIRA ŽANA.;21 Mia;;Zala Djurić;0 3/8
37;37-14;Kemp V Istri;DAN-EXT.;HRVOJE IZSLEDI ČRTA IN JANIN AVTODOM.;14 Hrvoje,194 Črt,216 DRUG KAMP (3);DRUG KAMP (3);Alen Šalinović,Aljaž Tepina;0 7/8
37;37-15;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; LEON BI ŽE DANES PELJAL LARO NA OBISK DOMAČE KMETIJE.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;1 5/8
37;37-16;Lj/Bistro Lotus/Šank;DAN-INT.; MIA IN ŽAN ZAČNETA Z NAČRTOM POVEZOVANJA KLINIK STEINER IN VITREJEV.;21 Mia,253 Žan,202 Natakar,298 LOTUS A 6x 6.4.;Natakar,LOTUS A 6x 6.4.;Zala Djurić,Domen Novak;2 5/8
37;37-17;Kemp V Istri;DAN-EXT.;ČRT SE USTRAŠI HRVOJA - A HRVOJE NI PRIŠEL NASILNO OBRAČUNAT Z NJIM .;14 Hrvoje,194 Črt,216 DRUG KAMP (3);DRUG KAMP (3);Alen Šalinović,Aljaž Tepina;0 7/8
37;37-18;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; LARA PROSI MARKA  ČE LAHKO PREJ ZAKLJUČI Z DELOM.;2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;1 5/8
37;37-19;Kemp/Janina parcela;DAN-EXT.;DINO PRINESE JANI ŠOTOR. JANA ZAVRNE NJEGOVO POMOČ - GA BO ŽE SAMA POSTAVILA!;12 Jana,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Tanja Potočnik,Matino Antunović;1 6/8
37;37-20;Kemp V Istri;DAN-EXT.;HRVOJE SE ODPELJE Z AVTODOMOM  ČRTA PUSTI SAMEGA BREZ VSEGA.;14 Hrvoje,194 Črt,216 DRUG KAMP (3);DRUG KAMP (3);Alen Šalinović,Aljaž Tepina;1 3/8
37;37-21;Lj/Bistro Lotus;DAN-INT.; JULIJA OD ROMANA POTREBUJE USLUGO - SLUŽBO V TUJINI ZA PEČNIKA.;10 Julija,251 Roman,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Uroš Smolej,Ksenija Žunić;2
37;37-22;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;MARK TEŽKO GLEDA LARO IN LEONA NA POTI NA NOV ZMENEK.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;1 5/8
37;37-23;Kemp/Pred recepcijo;DAN-EXT.;V KEMP SE VRNE HRVOJE Z JANINIM AVTODOMOM.;14 Hrvoje,4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Matino Antunović,Mila Peršin;1 3/8
37;37-24;Lj/Bistro Lotus;DAN-INT.; ROMAN IZPOLNI JULIJINO PROŠNJO  KO PREJME NEPRIČAKOVAN KLIC PREMIERA.;10 Julija,251 Roman,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Uroš Smolej,Ksenija Žunić;1 1/8
37;37-25;Kemp/Janina parcela;DAN-EXT.;HRVOJE JANI VRNE AVTODOM - JANA JE PRESREČNA.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;0 6/8
37;37-26;Lj/Bistro Lotus;DAN-INT.;V MEDIJIH SE JE ZNAŠEL ČLANEK O EDVARDU STEINERJU - MORILCU MINISTRA  KI BI GA RAD ZAMENJAL.;10 Julija,251 Roman,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Uroš Smolej,Ksenija Žunić;0 5/8
37;37-27;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDVARDOVA BITKA ZA MINISTRSTVO JE KONČANA.;3 Edvard,325 Premierjev Človek;;Aleš Valič,Stane Berlec;1 5/8
38;38-01;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA JE JEZNA NA EDVARDA ZARADI ČLANKA. EDVARD POVE  DA SO MU NASTAVILI PAST.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;1 4/8
38;38-02;Lj/Bb-Jeva Pisarna;DAN-INT.;BB SE ZMAGOSLAVEN VRNE OD PREMIERJA  KI GA JE POTRDIL ZA MINISTRA.;19 Bb,39 Tajnica;;Valter Dragan,Vesna Ponorac;1 1/8
38;38-03;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA JE HVALEŽNA HRVOJU  KER JI JE PRIPELJAL NAZAJ AVTODOM. JANA BO PRODALA AVTODOM  DA POPLAČA KREDIT.;14 Hrvoje,12 Jana,4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Matino Antunović,Mila Peršin;1 5/8
38;38-04;Lj/Bb-Jeva Pisarna;DAN-INT.;RENATO POROČA BB-JU O SREČANJU PEČNIKA IN JULIJE. BB IZVE  DA PEČNIK PRODAJA JULIJI KLJUČEK Z DOKUMENTI.;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec;1 6/8
38;38-05;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA NAČRTUJE PR-OVSKE STRATEGIJE. EDVARD SE NE BO VEČ BORIL  IGRE JE KONEC.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;1 7/8
38;38-06;Lj/Kmetija;DAN-EXT.;LARA JE NAVDUŠENA NAD KMETIJO MIRTOVIH  MIRTOVA MAMA PA NAD LARO  KI JE PRVA PUNCA  KI JO JE SIN PRIPELJAL PREDSTAVIT.;2 Lara,257 Dr. Mirt,260 Helena;;Gaja Filač,Žiga Udir;1 7/8
38;38-07;Kemp/Janina Parcela/Pred Avtodomom;DAN-INT.;JANA POGREŠA LARO  A JE HVALEŽNA DINU  SAŠKI IN HRVOJU ZA PODPORO. JANA JE PRVIČ PO DOLGEM ČASU SPET OPTIMISTIČNA.;14 Hrvoje,12 Jana,4 Dino,5 Saška,213 KEMP MANJ (3);KEMP MANJ (3);Alen Šalinović,Tanja Potočnik,Matino Antunović,Mila Peršin;2 6/8
38;38-08;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;SANJA IN ERIKA SE VESELITA EDVARDOVEGA PORAZA IN VABILA NA BB-JEVO ZABAVO.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 2/8
38;38-09;Lj/Kmetija;DAN-EXT.;MIRT SE OPRAVIČI LARI ZARADI NESPORAZUMA. LARI JE ZABAVNO  A NAJ SI LEON NE DOMIŠLJA  DA STA RES PAR.;2 Lara,257 Dr. Mirt,260 Helena;;Gaja Filač,Žiga Udir;3
38;38-10;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;MARK PRIPRAVLJA FINANČNI NAČRT ZA DOBRODELNI PROJEKT  A MU MISLI VES ČAS UHAJAJO K LARI IN LEONU.;1 Mark;;Matej Zemljič;0 4/8
38;38-11;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;EDVARD POSKUŠA SANJI ODPRETI OČI IN JO PREPRIČATI  DA JE NAMOČILA NAPAČNEGA ČLOVEKA.;3 Edvard,258 Sanja;;Aleš Valič,Nina Rakovec;2 3/8
38;38-12;Kemp/Potapljaški Klub/Skladišče opreme;DAN-INT./EXT.;SAŠKA IN DINO STA PREPRIČANA  DA HRVOJU DOBRO KAŽE Z JANO. SAŠKA UPA  DA BO TUDI ZGODBA NJENIH STARŠEV DOBILA SREČEN KONEC.;4 Dino,5 Saška,213 KEMP MANJ (3),1000 Voziček;KEMP MANJ (3);Matino Antunović,Mila Peršin;2 1/8
38;38-13;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA IMA PRVEGA KUPCA ZA AVTODOM  A JE ŠOKIRANA NAD NIZKO PONUDBO.;12 Jana,213 KEMP MANJ (3),410 Kupec 1;KEMP MANJ (3);Tanja Potočnik;1 2/8
38;38-14;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;EDVARD POVE SANJI  DA JE STANE PRED SMRTJO ZBIRAL DOKUMENTE PROTI BB-JU. DOKAZE O TEM BO NAŠLA MED STANETOVO POŠTO.;3 Edvard,258 Sanja;;Aleš Valič,Nina Rakovec;2 5/8
38;38-15;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT;PARALELNI SCENI (TELEFONSKI POGOVOR): MERI IZVE  DA SE JE FRENK ŽE VČERAJ VRNIL V LJUBLJANO. A MESNICA JE ZAPRTA. KJE JE FRENK?;5 Saška,6PS Meri PS,213 KEMP MANJ (3);KEMP MANJ (3);Mila Peršin,Vesna Pernarčič;1 2/8
38;38-15A;Lj/Kozmetični Salon;DAN-INT.;PARALELNI SCENI (TELEFONSKI POGOVOR):  MERI IZVE  DA SE JE FRENK ŽE VČERAJ VRNIL V LJUBLJANO. A MESNICA JE ZAPRTA. KJE JE FRENK?;6 Meri,5PS Saška PS;;Vesna Pernarčič,Mila Peršin;1 2/8
38;38-16;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA UGOTAVLJA  DA JE AVTODOM VREDEN PRECEJ MANJ  KOT STA S ČRTOM ZANJ PLAČALA. HRVOJE ŽELI VIDETI KUPOPRODAJNO POGODBO.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;1 3/8
38;38-17;Lj/Kmetija/Med Travniki;DAN-EXT.;MIRT PRIPELJE LARO NA OGLED PROSTORA ZA TERAPEVTSKI VRTIČEK. LARA JE IGRIVO RAZPOLOŽENA.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;2 2/8
38;38-18;Lj/Pečnikova Pisarna;DAN-INT.;SANJA PRIDE DO PEČNIKA  JO ZANIMA  ALI JE BIL NJEN OČE RES UMORJEN. PEČNIK ŽELI  DA SANJA ODIDE.;15 Pečnik,258 Sanja;;Matija Rupel,Nina Rakovec;1 4/8
38;38-19;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;JANA OBUPANA UGOTOVI  DA JO JE ČRT NALAGAL TUDI O VREDNOSTI AVTODOMA.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;1 1/8
38;38-20;Lj/Kozmetični Salon;DAN-INT.;FRENK PRIDE DO MERI S SPRAVNIM DARILOM.;7 Frenk,6 Meri;;Gaber Trseglav,Vesna Pernarčič;1 5/8
38;38-21;Lj/Kmetija/Med Travniki/Pod Jablano;DAN-EXT.;LARA IN MIRT SE PRVIČ POLJUBITA.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;1
38;38-22;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;MARK PRIDE PROSIT EDVARDA ZA ZAGONSKA SREDSTVA ZA DOBRODELNI PROJEKT. A UGOTOVI  DA NI PRAVI MOMENT.;1 Mark,3 Edvard;;Matej Zemljič,Aleš Valič;1 6/8
38;38-23;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;SANJA NE GRE NA BB-JEVO ZABAVO. ŠOKIRA ERIKO Z ODLOČITVIJO  DA BO ZAHTEVALA IZKOP IN OBDUKCIJO OČETA.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;0 6/8
38;38-24;Lj/Kozmetični Salon;DAN-INT.;MERI ŠE NI PRIPRAVLJENA NA SPRAVO. ZA ZAČETEK ZAHTEVA  DA JI FRENK POKRIJE IZGUBO ZARADI KUPONČNKOV.;7 Frenk,6 Meri;;Gaber Trseglav,Vesna Pernarčič;1 3/8
38;38-25;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MIA SE VRNE DOMOV. LAŽE MARKU  KJE JE BILA.;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;1 3/8
38;38-26;Lj/Kovačeva Mesnica;NOČ-INT.;FRENK JE POTRT ZARADI MERIJINE ZAVRNITVE. NIMA VEČ VOLJE  DA BI SE BORIL ZA NJUN ZAKON.;7 Frenk;;Gaber Trseglav;0 3/8
38;38-27;Lj/Julijino Stanovanje/Dnevna Soba;NOČ-INT.;BB  PIJAN OD USPEHA IN PIJAČE  PRIDE DO JULIJE  DA BI SE NASLAJAL NAD NJENIM PORAZOM.;10 Julija,19 Bb;;Sabina Kogovšek,Valter Dragan;1 1/8
39;39-01;Lj/Julijino Stanovanje/Dnevna Soba;NOČ-INT.;BB ZAGROZI JULIJI  NAJ SE UMAKNE IN NEHA S PEČNIKOM SPLETKARITI PROTI NJEMU  SICER JO BO UNIČIL.;10 Julija,19 Bb;;Sabina Kogovšek,Valter Dragan;2 2/8
39;39-02;Lj/Nadino Stanovanje/Dnevna Soba;NOČ-INT.; ZMENEK LARE IN DR. MIRTA SE NADALJUJE DOMA  A NJUN PRVI STRASTEN TRENUTEK ZMOTI NADA.;2 Lara,13 Nada,257 Dr. Mirt;;Gaja Filač,Aleksandra Balmazović,Žiga Udir;1 2/8
39;39-03;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.; NADA JE VESELA  DA IMA LARA NOVEGA FANTA - LARA PA NI PREPRIČANA  ČE JE PRIPRAVLJENA NA NOVO ZVEZO.;2 Lara,13 Nada;;Gaja Filač,Aleksandra Balmazović;1 4/8
39;39-04;Lj/Julijino Stanovanje/Predsoba;DAN-INT.; ROMAN SE ŽELI ZARADI EDIJEVEGA ŠKANDALA V MEDIJIH DISTANCIRATI OD JULIJE.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;1 6/8
39;39-05;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;HRVOJE JE PRIŠEL PREVERIT  ČE JE Z JANO KAJ BOLJE.;14 Hrvoje,213 KEMP MANJ (3);KEMP MANJ (3);Alen Šalinović;0 7/8
39;39-06;Kemp/Janina Parcela/Avtodom;DAN-INT./EXT.;JANA SE JE ZAPRLA VASE IN PRED SVETOM.;14 Hrvoje,12 Jana;;Alen Šalinović,Tanja Potočnik;0 4/8
39;39-07;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; DR. MIRT PRESENETI LARO - PRIŠEL JO JE ISKAT  DA GRESTA SKUPAJ V SLUŽBO.;2 Lara,13 Nada,257 Dr. Mirt;;Gaja Filač,Aleksandra Balmazović,Žiga Udir;2 3/8
39;39-08;Lj/Julijino Stanovanje/Kuhinja;DAN-INT.; JULIJINA POZICIJA ZNOTRAJ FARMAKISSA JE VSE PREJ KOT VARNA.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;2
39;39-09;Kemp/Recepcija;DAN-INT.; HRVOJE SVOJE SKRBI V ZVEZI Z JANO ZAUPA DINU  KI PA MU SVETUJE  NAJ NE SILI VANJO.;14 Hrvoje,4 Dino,353 Gost nemško govoreči,354 Gost italijansko govoreči;;Alen Šalinović,Matino Antunović;2 3/8
39;39-10;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; LARA IN DR. MIRT VSE BOLJ DELUJETA KOT PRAVI PAR - KAR MARK VSE TEŽJE SPREJEMA.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;2 2/8
39;39-11;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; EDI BI SE RAD POVSEM UMAKNIL IZ POLITIČNIH IGRIC  JULIJA PA JE SAMO ŠE BOLJ LAČNA BB-JEVE KRVI.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;2 5/8
39;39-12;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; LARA JE NAVDUŠENA NAD MIRTOVIM DOPRINOSOM K PROJEKTU  ZATO SE MARK KAR SAM POHVALI S SVOJIM.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;1 2/8
39;39-13;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT.;PARALELNI SCENI (TELEFONSKI POGOVOR): SAŠKA IZVE  DA JE MERI PRIPRAVLJENA DATI FRENKU ŠE ENO PRILOŽNOST  AMPAK NE SAMO NA LEPE OČI.;5 Saška,6PS Meri PS,213 KEMP MANJ (3);KEMP MANJ (3);Mila Peršin,Vesna Pernarčič;2 3/8
39;39-14;Lj/Kozmetični Salon;DAN-INT.;PARALELNI SCENI (TELEFONSKI POGOVOR): SAŠKA IZVE  DA JE MERI PRIPRAVLJENA DATI FRENKU ŠE ENO PRILOŽNOST  AMPAK NE SAMO NA LEPE OČI.;6 Meri,5PS Saška PS;;Vesna Pernarčič,Mila Peršin;2 5/8
39;39-15;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; EDVARD PREDA VODENJE KLINIKE STEINER JULIJI.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;2 1/8
39;39-16;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; ZA ZAGONSKA SREDSTVA DR. MIRT PREDLAGA PRIJAVO NA EVROPSKI RAZPIS  A MARK VERJAME  DA LAHKO SAM PRISKRBI DENAR.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;2
39;39-17;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; MARK PROSI EDIJA ZA DENAR IZ PRORAČUNA KLINIKE. EDI GA PRUSMERI NA NOVO ŠEFICO - JULIJO.;1 Mark,3 Edvard;;Matej Zemljič,Aleš Valič;3
39;39-18;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;HRVOJE ZASKRBLJEN UGOTOVI  DA JE Z JANO VEDNO SLABŠE.;14 Hrvoje,12 Jana,213 KEMP MANJ (3);KEMP MANJ (3);Alen Šalinović,Tanja Potočnik;0 7/8
39;39-19;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.; MARK PROSI JULIJO ZA DENAR ZA ZAGON DOBRODELNEGA PROJEKTA. JULIJA GA ZAVRNE.;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;3 1/8
39;39-20;Kemp/Pred recepcijo;DAN-EXT.; SAŠKA SVETUJE HRVOJU  DA JANI PRISKRBI STROKOVNO POMOČ.;14 Hrvoje,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Mila Peršin;2
39;39-21;Lj/Kozmetični Salon;DAN-INT.; MERI NAČRTUJE PRENOVO SALONA.;6 Meri,355 Oblikovalka;;Vesna Pernarčič,Maja Furman;1 2/8
39;39-22;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; MARK NIMA DRUGE IZBIRE  KOT DA UPOŠTEVA MIRTOV NASVET  IN SE LOTI PRIJAVE NA RAZPIS ZA EVROPSKA SREDSTVA.;2 Lara,1 Mark,257 Dr. Mirt;;Gaja Filač,Matej Zemljič,Žiga Udir;1 6/8
39;39-23;Lj/Pasaža/Lokal;DAN-INT.; NADA PRIDE V PASAŽO NA DOGOVORJENO KOSILO Z LARO IN DR. MIRTOM  KO PREJME HRVOJEV KLIC.;18 Nina,13 Nada,247 STATIST A1,248 STATIST A2,249 STATIST B1,250 STATIST B2;STATIST A1,STATIST A2,STATIST B1,STATIST B2;Melani Mekicar,Aleksandra Balmazović;1
39;39-24;Lj/Kozmetični Salon;DAN-INT.; MERI LE DOČAKA FRENKA  KI JI PRINESE KUVERTO.;7 Frenk,6 Meri,355 Oblikovalka;;Gaber Trseglav,Vesna Pernarčič,Maja Furman;0 7/8
39;39-25;Lj/Pasaža/Lokal;DAN-INT.; NADA MORA V KEMP POSKRBET ZA JANO. ŽELI  DA GRE LARA Z NJO.;2 Lara,13 Nada,257 Dr. Mirt,249 STATIST B1,250 STATIST B2;STATIST B1,STATIST B2;Gaja Filač,Aleksandra Balmazović,Žiga Udir;0 7/8
39;39-26;Lj/Bb-Jeva Pisarna;DAN-INT.;BB IZVE ZA SANJINO NAMERO  DA BO ZAHTEVALA OBDUKCIJO POKOJNEGA OČETA.;19 Bb,258OFF Sanja Off,15OFF Pečnik Off,9 Renato;;Valter Dragan,Nina Rakovec,Matija Rupel,Primož Vrhovec;1 3/8
40;40-01;Lj/Pasaža/Lokal;DAN-INT.;NADA PROSI LARO  NAJ POZABI ZAMERO DO JANE  SAJ JU JANA POTREBUJE. LARA NOČE Z NADO V KEMP.;2 Lara,18 Nina,13 Nada,257 Dr. Mirt,249 STATIST B1,250 STATIST B2;STATIST B1,STATIST B2;Gaja Filač,Melani Mekicar,Aleksandra Balmazović,Žiga Udir;1 6/8
40;40-02;Lj/Kozmetični Salon;DAN-INT.;FRENK JE MERI NAMESTO ZAHTEVANEGA DENARJA PRINESEL LOČITVENE PAPIRJE.;7 Frenk,6 Meri,355 Oblikovalka;;Gaber Trseglav,Vesna Pernarčič,Maja Furman;1 6/8
40;40-03;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;ERIKA JE JEZNA NA SANJO  KI NAČRTUJE OČETOV IZKOP IN OBDUKCIJO  DA BI IZVEDELA RESNICO O NJEGOVI SMRTI.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;2 1/8
40;40-04;Lj/Pasaža/Lokal;DAN-INT.;NINA POSKUŠA PREPRIČATI LARO  NAJ NEHA TRMARIT IN NAJ SE POBOTA Z JANO. LARI NI DO NININIH PRIDIG.;2 Lara,18 Nina,257 Dr. Mirt,249 STATIST B1,250 STATIST B2;STATIST B1,STATIST B2;Gaja Filač,Melani Mekicar,Žiga Udir;2 6/8
40;40-05;Lj/Kozmetični Salon;DAN-INT.;FRENK IMA DOVOLJ MERIJINIH IGRIC  OČITNO JE NJUNEGA ZAKONA KONEC. JEZNA MERI MU ZAGROZI  DA GA BO TO DRAGO STALO.;7 Frenk,6 Meri;;Gaber Trseglav,Vesna Pernarčič;1 4/8
40;40-06;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;ERIKA PROSI BB-JA  NAJ SPAMETUJE SANJO IN JO PREPRIČA  NAJ OPUSTI IDEJO O IZKOPU STANETA.;19 Bb,252 Erika,258 Sanja;;Valter Dragan,Bernarda Oman,Nina Rakovec;1 7/8
40;40-07;Lj/Pasaža/Lokal;DAN-INT.;DR. MIRTA ZANIMA  ZAKAJ JE LARA SPRTA Z JANO. NINA MU SVETUJE  NAJ NE DREZA V TO.;18 Nina,257 Dr. Mirt,249 STATIST B1,250 STATIST B2;STATIST B1,STATIST B2;Melani Mekicar,Žiga Udir;2 3/8
